2014-10-1,85.5855528564842
2014-10-2,75.89960459878213
2014-10-3,62.994816364523274
2014-10-6,80.42097590085334
2014-10-7,81.82510052009945
2014-10-8,77.8747699058879
2014-10-9,81.3129164883032
2014-10-10,74.85108134208004
2014-10-14,68.01043353069586
2014-10-15,99.92389403802088
2014-10-16,87.63428898366921
2014-10-17,78.13821900379395
2014-10-20,76.96166714706416
2014-10-21,84.62004144895509
2014-10-22,96.79333904555918
2014-10-23,100.03838334646865
2014-10-24,89.42117393398622
2014-10-27,78.11201467944127
2014-10-28,88.80439283304098
2014-10-29,88.04347386735452
2014-10-30,87.65726930434288
2014-10-31,90.61266018299362
2014-11-4,90.75012981211506
2014-11-5,96.51517578363728
2014-11-6,87.10739078785711
2014-11-7,85.93888485952338
2014-11-10,86.16208690752771
2014-11-11,99.84528106496282
2014-11-12,99.81907674061014
2014-11-13,85.00947001564575
2014-11-14,97.2057479329235
2014-11-17,101.51607878579401
2014-11-18,94.72162259770047
2014-11-19,99.73401576019405
2014-11-20,109.80939258458679
2014-11-21,98.87310142181393
2014-11-25,111.3362726689385
2014-11-26,112.46363988064196
2014-11-27,98.27103448488454
2014-11-28,97.3873600540925
